stage,kg,alpha,calibration,signal,dose_bias,corrected,mixture,differential_background,differential_gain,trials,rejected,rejection_rate,ci_low,ci_high,uncalibrated_t_rate,optimizer_failed_fits,active_bound_fits,total_fits,invalid_trials,mean_rmse,mean_nfev
systematic,7.8,0.17,1.0,1.0,-0.1,True,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02701265411263531,6.1781875
systematic,7.8,0.17,1.0,1.0,-0.05,False,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02705107933317876,6.0993125
systematic,7.8,0.17,1.0,1.0,-0.05,True,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.027079526541582806,6.1784375
systematic,7.8,0.17,1.0,1.0,0.0,False,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.027128812040237284,6.179125
systematic,7.8,0.17,1.0,1.0,0.0,True,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02710884921158324,6.1856875
systematic,7.8,0.17,1.0,1.0,0.05,False,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02716369592607088,6.26725
systematic,7.8,0.17,1.0,1.0,0.05,True,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.027126333620652116,6.185375
systematic,7.8,0.17,1.0,1.0,0.1,False,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.027265644528645477,6.3634375
systematic,7.8,0.17,1.0,1.0,0.1,True,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02719216145675507,6.190875
systematic,7.8,0.17,1.0,1.0,0.15,False,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02740973941946728,6.465875
systematic,7.8,0.17,1.0,1.0,0.15,True,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.027197647931941495,6.1865
systematic,11.7,0.17,1.0,1.0,-0.15,False,0.0,0.0,0.0,2000,1880,0.94,0.9287241955068138,0.9495888028856835,0.9555,0,0,16000,0,0.02697706046426002,5.877125
systematic,11.7,0.17,1.0,1.0,-0.15,True,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026955185188131794,6.1019375
systematic,11.7,0.17,1.0,1.0,-0.1,False,0.0,0.0,0.0,2000,773,0.3865,0.3653959226153591,0.40803924711748524,0.4415,0,0,16000,0,0.02695394330027025,5.9559375
systematic,11.7,0.17,1.0,1.0,-0.1,True,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026981990633620927,6.105375
systematic,11.7,0.17,1.0,1.0,-0.05,False,0.0,0.0,0.0,2000,25,0.0125,0.008481081388571086,0.018388039710650523,0.0145,0,0,16000,0,0.026999772430195735,6.030625
systematic,11.7,0.17,1.0,1.0,-0.05,True,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026975128306188183,6.1036875
systematic,11.7,0.17,1.0,1.0,0.0,False,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02702762995389211,6.1085
systematic,11.7,0.17,1.0,1.0,0.0,True,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02701098948570564,6.1098125
systematic,11.7,0.17,1.0,1.0,0.05,False,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.027068700188935098,6.183
systematic,11.7,0.17,1.0,1.0,0.05,True,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02706656815849121,6.11
systematic,11.7,0.17,1.0,1.0,0.1,False,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.027190626491118943,6.2795625
systematic,11.7,0.17,1.0,1.0,0.1,True,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.027089990465501024,6.110625
systematic,11.7,0.17,1.0,1.0,0.15,False,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.027304827524513783,6.3824375
systematic,11.7,0.17,1.0,1.0,0.15,True,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.027131782385614953,6.1214375
systematic,15.6,0.17,1.0,1.0,-0.15,False,0.0,0.0,0.0,2000,2000,1.0,0.9980829527187469,0.9999999999999998,1.0,0,0,16000,0,0.026903616634974977,5.79175
systematic,15.6,0.17,1.0,1.0,-0.15,True,0.0,0.0,0.0,2000,68,0.034,0.026908260159560583,0.042878427906567144,0.0395,0,0,16000,0,0.02689755856050623,6.0295
systematic,15.6,0.17,1.0,1.0,-0.1,False,0.0,0.0,0.0,2000,1946,0.973,0.9649388695134226,0.9792476037585119,0.9825,0,0,16000,0,0.026905577556217766,5.8719375
systematic,15.6,0.17,1.0,1.0,-0.1,True,0.0,0.0,0.0,2000,68,0.034,0.026908260159560583,0.042878427906567144,0.0395,0,0,16000,0,0.026924600695453785,6.032
systematic,15.6,0.17,1.0,1.0,-0.05,False,0.0,0.0,0.0,2000,1032,0.516,0.4940884680961259,0.537850186390874,0.5695,0,0,16000,0,0.02696331744600173,5.957125
systematic,15.6,0.17,1.0,1.0,-0.05,True,0.0,0.0,0.0,2000,52,0.026,0.019882087677964753,0.033935273144663027,0.0355,0,0,16000,0,0.02696381583097714,6.03825
systematic,15.6,0.17,1.0,1.0,0.0,False,0.0,0.0,0.0,2000,55,0.0275,0.021188498165677007,0.03562311151510701,0.0345,0,0,16000,0,0.026973308485671844,6.03275
systematic,15.6,0.17,1.0,1.0,0.0,True,0.0,0.0,0.0,2000,64,0.032,0.025139125203291417,0.04065523105196132,0.0405,0,0,16000,0,0.02698774579436792,6.0381875
systematic,15.6,0.17,1.0,1.0,0.05,False,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02705725725284114,6.1160625
systematic,15.6,0.17,1.0,1.0,0.05,True,0.0,0.0,0.0,2000,60,0.03,0.02337785471293825,0.03842416973143951,0.0395,0,0,16000,0,0.02701105872405297,6.04525
systematic,15.6,0.17,1.0,1.0,0.1,False,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.027138743387382397,6.2049375
systematic,15.6,0.17,1.0,1.0,0.1,True,0.0,0.0,0.0,2000,65,0.0325,0.025580698826170273,0.04121174038180121,0.041,0,0,16000,0,0.02702168099005987,6.0455625
systematic,15.6,0.17,1.0,1.0,0.15,False,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.027260981913461158,6.2924375
systematic,15.6,0.17,1.0,1.0,0.15,True,0.0,0.0,0.0,2000,57,0.0285,0.022062516054529094,0.03674525953169242,0.0375,0,0,16000,0,0.02707464372737917,6.0506875
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,-0.02,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0005,0,0,16000,0,0.027685856164884094,6.1579375
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,-0.01,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02725124361668322,6.172
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.027144460102916178,6.1849375
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,0.01,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.027290772347700294,6.187125
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,0.02,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02771324351016975,6.1908125
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,0.0,-0.1,2000,1937,0.9685,0.9599017692818405,0.9753019574156255,0.9795,0,0,16000,0,0.03312813347377282,6.5909375
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,0.0,-0.05,2000,24,0.012,0.008077154276022635,0.017793883870480226,0.018,0,0,16000,0,0.028786710608184045,6.3395
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,0.0,0.05,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.028810397549483543,6.293625
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,0.0,0.1,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.03358253978386038,6.6490625
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,-0.02,0.0,2000,510,0.255,0.2363801073548883,0.2745592458129256,0.2935,0,0,16000,0,0.027600357598260926,6.0723125
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,-0.01,0.0,2000,20,0.01,0.006482767876552687,0.015395938459075187,0.0115,0,0,16000,0,0.02721633314251875,6.0911875
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,0.0,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02704693844241789,6.1103125
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,0.01,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.027170135411634835,6.119
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,0.02,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.027625181447280475,6.1225
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,0.0,-0.1,2000,2000,1.0,0.9980829527187469,0.9999999999999998,1.0,0,0,16000,0,0.033104514461739405,6.511125
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,0.0,-0.05,2000,1268,0.634,0.6126503370684756,0.6548358942601485,0.683,0,0,16000,0,0.028716042121592417,6.2588125
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,0.0,0.05,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.028739328298362024,6.203625
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,0.0,0.1,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.033519041684461084,6.567125
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,-0.02,0.0,2000,1848,0.924,0.9115560319521683,0.9348183119533293,0.938,0,0,16000,0,0.02759008167789441,6.0045
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,-0.01,0.0,2000,885,0.4425,0.420863144587703,0.464357315849641,0.4945,0,0,16000,0,0.027129044736682678,6.0208125
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,0.0,0.0,2000,58,0.029,0.022500401616129873,0.03730545692281039,0.036,0,0,16000,0,0.026976411625333006,6.0355
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,0.01,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02712142973164779,6.048625
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,0.02,0.0,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02762455686398544,6.06425
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,0.0,-0.1,2000,2000,1.0,0.9980829527187469,0.9999999999999998,1.0,0,0,16000,0,0.03300206051320201,6.4443125
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,0.0,-0.05,2000,1984,0.992,0.9870439223284629,0.995069703146784,0.995,0,0,16000,0,0.028587647104432817,6.175875
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,0.0,0.05,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02870617756856773,6.1384375
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,0.0,0.1,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.03346986918479006,6.5156875
