KG_mM,alpha,trial,mean_score,score_se,rejected,valid_fit
11.7,0.18,25,-1.4239556515507612,0.027379836046860194,0,1
11.7,0.18,26,-1.3752840959398132,0.03398764733151516,0,1
11.7,0.18,27,-1.3604775830304636,0.027274831062967554,0,1
11.7,0.18,28,-1.4028838650047,0.029536046445258455,0,1
11.7,0.18,29,-1.3797782059329036,0.037490869372712274,0,1
11.7,0.18,30,-1.408919475536434,0.04034662379294888,0,1
11.7,0.18,31,-1.4018761963120971,0.02579492380922111,0,1
11.7,0.18,32,-1.3595583136753953,0.025249350390948527,0,1
11.7,0.18,33,-1.410213423803706,0.02895783351668908,0,1
11.7,0.18,34,-1.4310140228695254,0.044733586588939396,0,1
11.7,0.18,35,-1.3725092740907603,0.02898064226609749,0,1
11.7,0.18,36,-1.341031117813048,0.04078614809055003,0,1
11.7,0.18,37,-1.4209572141767883,0.02154379034254353,0,1
11.7,0.18,38,-1.349152172504402,0.026328180140272727,0,1
11.7,0.18,39,-1.3714733316359933,0.04997602207473429,0,1
11.7,0.18,40,-1.3744553202572307,0.025938505190909185,0,1
11.7,0.18,41,-1.3738506503443548,0.02865385320924313,0,1
11.7,0.18,42,-1.4153057684478472,0.03579025583472595,0,1
11.7,0.18,43,-1.3662527890816714,0.03904229728310601,0,1
11.7,0.18,44,-1.3571334212135626,0.015069944555050377,0,1
11.7,0.18,45,-1.385661513400703,0.02170870445066053,0,1
11.7,0.18,46,-1.406462331945596,0.027798344981241115,0,1
11.7,0.18,47,-1.3353616900211507,0.024136784192265226,0,1
11.7,0.18,48,-1.471056112269756,0.025859413444757624,0,1
11.7,0.18,49,-1.4317724387540143,0.04003462190415484,0,1
11.7,0.18,50,-1.353712787369018,0.014917784961678773,0,1
11.7,0.18,51,-1.3752619044763716,0.028188837986460505,0,1
11.7,0.18,52,-1.3822099472006066,0.04081159055914027,0,1
11.7,0.18,53,-1.3497213407741762,0.04170661437972548,0,1
11.7,0.18,54,-1.339758624007468,0.022609391159035312,0,1
11.7,0.18,55,-1.3869475187236446,0.031119422968885084,0,1
11.7,0.18,56,-1.3211509719194376,0.02077610956733391,0,1
11.7,0.18,57,-1.329170095287855,0.0185408633213752,0,1
11.7,0.18,58,-1.405534481043904,0.025899950145463136,0,1
11.7,0.18,59,-1.37882819356708,0.03183920226870147,0,1
11.7,0.18,60,-1.2987214578666226,0.019123468682550798,1,1
11.7,0.18,61,-1.3756540558939028,0.02931388603375196,0,1
11.7,0.18,62,-1.443953817074146,0.0496173294568249,0,1
11.7,0.18,63,-1.341819747306849,0.026618316696428262,0,1
11.7,0.18,64,-1.3346132297058895,0.03453364504417305,0,1
11.7,0.18,65,-1.3496856206426182,0.035998753728828894,0,1
11.7,0.18,66,-1.38908540881814,0.02185206723888309,0,1
11.7,0.18,67,-1.4180122927591752,0.029527080273844184,0,1
11.7,0.18,68,-1.3686451554120642,0.025764221217217102,0,1
11.7,0.18,69,-1.431779681830326,0.04836776007934887,0,1
11.7,0.18,70,-1.2928520133440018,0.030200886797385,0,1
11.7,0.18,71,-1.3500611370552926,0.03593628943187183,0,1
11.7,0.18,72,-1.3537103134922877,0.023541728458948013,0,1
11.7,0.18,73,-1.3985169764921546,0.020334931730531497,0,1
11.7,0.18,74,-1.36222047540693,0.03522311736519572,0,1
11.7,0.18,75,-1.3772915032454958,0.042162857105260514,0,1
11.7,0.18,76,-1.3387054705413968,0.03014096536312707,0,1
11.7,0.18,77,-1.3153164099687888,0.025376586690551536,0,1
11.7,0.18,78,-1.3636046314564443,0.04399125699664247,0,1
11.7,0.18,79,-1.445122912266096,0.047029043510639225,0,1
11.7,0.18,80,-1.4072784833381675,0.03953415871655624,0,1
11.7,0.18,81,-1.420243490217066,0.025154069232106124,0,1
11.7,0.18,82,-1.373063892749473,0.03339858402386548,0,1
11.7,0.18,83,-1.356372764202625,0.033232869884110366,0,1
11.7,0.18,84,-1.3587769524552913,0.028581405807085878,0,1
11.7,0.18,85,-1.3691728528104958,0.037751122350501785,0,1
11.7,0.18,86,-1.3734560198946517,0.05130907073649358,0,1
11.7,0.18,87,-1.3403336559912342,0.03133834567610239,0,1
11.7,0.18,88,-1.3899544120431748,0.01932017728707981,0,1
11.7,0.18,89,-1.3845176097552847,0.026495236431966423,0,1
11.7,0.18,90,-1.3718065861427662,0.027036886323890234,0,1
11.7,0.18,91,-1.387232262400542,0.03922994575687293,0,1
11.7,0.18,92,-1.4904967784562766,0.028941480018552037,0,1
11.7,0.18,93,-1.37576044163449,0.022289197944290032,0,1
11.7,0.18,94,-1.3715325442686348,0.03925448817424852,0,1
11.7,0.18,95,-1.3744080635069444,0.028706401272909205,0,1
11.7,0.18,96,-1.3585927266869557,0.030355118312055687,0,1
11.7,0.18,97,-1.3881207920426806,0.025119720492028798,0,1
11.7,0.18,98,-1.3779096965297843,0.03388730434618097,0,1
11.7,0.18,99,-1.4490999282793657,0.06372403531365516,0,1
11.7,0.19,0,-1.3556109200838313,0.04625842810082665,0,1
11.7,0.19,1,-1.368112572262591,0.02736864172896134,0,1
11.7,0.19,2,-1.3458773821360597,0.029364885315455648,0,1
11.7,0.19,3,-1.3155621250657177,0.026789444146197078,0,1
11.7,0.19,4,-1.3550871931617363,0.024153537500565026,0,1
11.7,0.19,5,-1.3137947466577837,0.024012482213532107,0,1
11.7,0.19,6,-1.3301742592442387,0.02135669419779085,0,1
11.7,0.19,7,-1.3449714004424764,0.03769857636974941,0,1
11.7,0.19,8,-1.344576879408112,0.02776495821406291,0,1
11.7,0.19,9,-1.336079787389011,0.016375408669418258,0,1
11.7,0.19,10,-1.3925894008053192,0.03149718485866681,0,1
11.7,0.19,11,-1.3643696750686836,0.022599673151440455,0,1
11.7,0.19,12,-1.3432391043607965,0.024813229549946372,0,1
11.7,0.19,13,-1.3607173997093063,0.030031944492813285,0,1
11.7,0.19,14,-1.3402957716534658,0.0221526004297272,0,1
11.7,0.19,15,-1.3619595059830778,0.029339382044031286,0,1
11.7,0.19,16,-1.3340806304479078,0.031310706269523605,0,1
11.7,0.19,17,-1.3855675571505963,0.028297604248911035,0,1
11.7,0.19,18,-1.3206738958819708,0.015465752041932264,0,1
11.7,0.19,19,-1.2801433659291264,0.020572225387677234,1,1
11.7,0.19,20,-1.364816953871589,0.0342107401850457,0,1
11.7,0.19,21,-1.3797121498097644,0.044940879128181774,0,1
11.7,0.19,22,-1.3638414620161299,0.03734773379399337,0,1
11.7,0.19,23,-1.360373394574333,0.03770330821043034,0,1
11.7,0.19,24,-1.3277039334936354,0.02036844966706805,0,1
11.7,0.19,25,-1.3110674722015783,0.0304979607475032,0,1
11.7,0.19,26,-1.3746867131940126,0.027277099873261157,0,1
11.7,0.19,27,-1.3431194312199546,0.041214119854613686,0,1
11.7,0.19,28,-1.3015491336467402,0.027270287629374928,0,1
11.7,0.19,29,-1.354789794078508,0.0404986313815045,0,1
11.7,0.19,30,-1.3789029156121084,0.038606500133252945,0,1
11.7,0.19,31,-1.319635959284604,0.0192610323871946,0,1
11.7,0.19,32,-1.3291533197344827,0.030874590994555612,0,1
11.7,0.19,33,-1.35653762280681,0.03550498928906958,0,1
11.7,0.19,34,-1.3311687112214008,0.02528009505562319,0,1
11.7,0.19,35,-1.3186471509535873,0.0349073287037347,0,1
11.7,0.19,36,-1.2956531245637692,0.03897065578248223,0,1
11.7,0.19,37,-1.3050158918547434,0.032129995593173026,0,1
11.7,0.19,38,-1.361290587805454,0.04343143921292799,0,1
11.7,0.19,39,-1.3455563401203228,0.0242768689542027,0,1
11.7,0.19,40,-1.319748172517791,0.043518008738814354,0,1
11.7,0.19,41,-1.3481814115717028,0.030620094764590013,0,1
11.7,0.19,42,-1.3511190297955573,0.018094838438674623,0,1
11.7,0.19,43,-1.3538010623702699,0.024946119868367908,0,1
11.7,0.19,44,-1.33180051592343,0.02761124352568466,0,1
11.7,0.19,45,-1.352798482576243,0.039722256651655664,0,1
11.7,0.19,46,-1.3184054054078649,0.024262506917129216,0,1
11.7,0.19,47,-1.3180900526712926,0.05149231793223467,0,1
11.7,0.19,48,-1.3011481998910623,0.03816209188909464,0,1
11.7,0.19,49,-1.2689246443647522,0.025326585362793856,1,1
11.7,0.19,50,-1.326014392861576,0.034813867687054995,0,1
11.7,0.19,51,-1.3210507750659821,0.021629809170554976,0,1
11.7,0.19,52,-1.3053517822390406,0.030747933012543274,0,1
11.7,0.19,53,-1.3805215956279462,0.0342047352889834,0,1
11.7,0.19,54,-1.3413433087617577,0.03637364768766966,0,1
11.7,0.19,55,-1.370841112295204,0.04443445824810572,0,1
11.7,0.19,56,-1.319428997488435,0.026941644909058742,0,1
11.7,0.19,57,-1.2766766483111724,0.02011151141641396,1,1
11.7,0.19,58,-1.320601282953331,0.026543418674353576,0,1
11.7,0.19,59,-1.3296840402043895,0.03313272112348805,0,1
11.7,0.19,60,-1.328612568939212,0.017261256570498578,0,1
11.7,0.19,61,-1.31848496812889,0.022988883211406703,0,1
11.7,0.19,62,-1.3465045670322973,0.03816092716251508,0,1
11.7,0.19,63,-1.3501198008249213,0.03185931245426036,0,1
11.7,0.19,64,-1.3644297138807473,0.030246864044123654,0,1
11.7,0.19,65,-1.2869127773812536,0.011813889958183535,1,1
11.7,0.19,66,-1.3235298829735977,0.017818452668596513,0,1
11.7,0.19,67,-1.3011790490026478,0.027312448864340838,0,1
11.7,0.19,68,-1.3133391130567396,0.028229151339898017,0,1
11.7,0.19,69,-1.332774289008471,0.030811128204298113,0,1
11.7,0.19,70,-1.3186423393930193,0.023227682497581933,0,1
11.7,0.19,71,-1.3504439222339937,0.024103454324035878,0,1
11.7,0.19,72,-1.3588133155876996,0.04371663956907956,0,1
11.7,0.19,73,-1.385062736938699,0.038157759140955524,0,1
11.7,0.19,74,-1.2919171098670974,0.027523513662080674,0,1
11.7,0.19,75,-1.3565719482193195,0.02582771313560222,0,1
11.7,0.19,76,-1.3164860162792513,0.04526415162485568,0,1
11.7,0.19,77,-1.308858918798641,0.03723341437521084,0,1
11.7,0.19,78,-1.306064762358123,0.018844529823845983,1,1
11.7,0.19,79,-1.4009595513122628,0.03495927142683459,0,1
11.7,0.19,80,-1.3699809158822787,0.037716959341163744,0,1
11.7,0.19,81,-1.3237377613411898,0.03128128778151451,0,1
11.7,0.19,82,-1.3188563389883776,0.02543747865665122,0,1
11.7,0.19,83,-1.3050507071695896,0.03221735629076505,0,1
11.7,0.19,84,-1.3662987088509206,0.04334815093995113,0,1
11.7,0.19,85,-1.325822170499582,0.03171825255182757,0,1
11.7,0.19,86,-1.334436675494889,0.025901720976032647,0,1
11.7,0.19,87,-1.3755750792575743,0.02291196091844684,0,1
11.7,0.19,88,-1.3373327535164727,0.030632338123693387,0,1
11.7,0.19,89,-1.319638561052359,0.026939388423399137,0,1
11.7,0.19,90,-1.3365353722513778,0.024644705591458642,0,1
11.7,0.19,91,-1.3477539151375875,0.031066501189708058,0,1
11.7,0.19,92,-1.3175075306414883,0.02647558835856018,0,1
11.7,0.19,93,-1.315640150278996,0.0366051134370736,0,1
11.7,0.19,94,-1.3097303296533709,0.04299262169575407,0,1
11.7,0.19,95,-1.2857727086012427,0.02589347414302384,1,1
11.7,0.19,96,-1.3050072261290944,0.026796586595688714,0,1
11.7,0.19,97,-1.333235101584415,0.032841431231073,0,1
11.7,0.19,98,-1.290189369614906,0.03138590911829251,0,1
11.7,0.19,99,-1.3242218790698432,0.03487934738216205,0,1
11.7,0.2,0,-1.309269743688184,0.0067212977628316965,1,1
11.7,0.2,1,-1.3443797410530496,0.036799761303682905,0,1
11.7,0.2,2,-1.2257822257611528,0.04641371182546667,1,1
11.7,0.2,3,-1.3374003774943914,0.038675010247506365,0,1
11.7,0.2,4,-1.309387004790939,0.043812234202943424,0,1
11.7,0.2,5,-1.2760437139721879,0.03126921388493938,1,1
11.7,0.2,6,-1.296135949183653,0.02580034787181995,0,1
11.7,0.2,7,-1.28203035816911,0.019812663089611507,1,1
11.7,0.2,8,-1.3024868217033463,0.02058654508318138,1,1
11.7,0.2,9,-1.2883595228617606,0.019389290556083554,1,1
11.7,0.2,10,-1.3033673033960187,0.024458563755958493,0,1
11.7,0.2,11,-1.2580717642719956,0.033268973941706005,1,1
11.7,0.2,12,-1.2298548302150603,0.01941024588160313,1,1
11.7,0.2,13,-1.3105219187294503,0.033589860993905894,0,1
11.7,0.2,14,-1.2383582181838673,0.036929742336281365,1,1
11.7,0.2,15,-1.3158317029730986,0.033481243601264164,0,1
11.7,0.2,16,-1.311492105772274,0.033230511216684924,0,1
11.7,0.2,17,-1.309035795444961,0.024822236066862114,0,1
11.7,0.2,18,-1.2711153605208911,0.051065483781314924,0,1
11.7,0.2,19,-1.2736708026116093,0.038428389427703116,0,1
11.7,0.2,20,-1.3255756335874516,0.032380709150193615,0,1
11.7,0.2,21,-1.3677342567474913,0.021595962992050736,0,1
11.7,0.2,22,-1.283758812540243,0.023445836769782867,1,1
11.7,0.2,23,-1.2861843227735157,0.030543512041955573,0,1
11.7,0.2,24,-1.2351878543841965,0.035112210145045494,1,1
11.7,0.2,25,-1.2983833649147027,0.04057066261823027,0,1
11.7,0.2,26,-1.318017413505371,0.043309918152714316,0,1
11.7,0.2,27,-1.247914507172173,0.024035600800237075,1,1
11.7,0.2,28,-1.3161613530698872,0.02566636229315534,0,1
11.7,0.2,29,-1.2850608738286562,0.029687624106140523,1,1
11.7,0.2,30,-1.244276569701334,0.02740973731383959,1,1
11.7,0.2,31,-1.309600345882647,0.022871886421887283,0,1
11.7,0.2,32,-1.2419570612267743,0.027707254594028383,1,1
11.7,0.2,33,-1.2928448379699526,0.03693613478185087,0,1
11.7,0.2,34,-1.3091218961716213,0.025024187478156677,0,1
11.7,0.2,35,-1.2705113757905415,0.02560272784608301,1,1
11.7,0.2,36,-1.3154749025896724,0.05280940472614271,0,1
11.7,0.2,37,-1.2851943333828677,0.02104508965404657,1,1
11.7,0.2,38,-1.3224499813227977,0.03470686578676235,0,1
11.7,0.2,39,-1.3040925119723834,0.035994671395267006,0,1
11.7,0.2,40,-1.285080964735108,0.03932312679708353,0,1
11.7,0.2,41,-1.317727153734858,0.025934082412040222,0,1
11.7,0.2,42,-1.2276213682744863,0.021707097727079593,1,1
11.7,0.2,43,-1.2895439202009578,0.020609863988491312,1,1
11.7,0.2,44,-1.290512895969004,0.03558904780515539,0,1
11.7,0.2,45,-1.3069168403813909,0.03586069499253475,0,1
11.7,0.2,46,-1.3108330267881723,0.03145216348059215,0,1
11.7,0.2,47,-1.2809713432647887,0.031033505297016643,1,1
11.7,0.2,48,-1.2809086520694282,0.019954249574644103,1,1
11.7,0.2,49,-1.3341901571866055,0.026624457432311406,0,1
11.7,0.2,50,-1.2009679960999984,0.039517266479553864,1,1
11.7,0.2,51,-1.2676508969091933,0.01857882527959017,1,1
11.7,0.2,52,-1.3042035719131637,0.03229277090794045,0,1
11.7,0.2,53,-1.3220841237814858,0.02271783426648499,0,1
11.7,0.2,54,-1.3281707743105742,0.03415589490397265,0,1
11.7,0.2,55,-1.275499446475989,0.023567689292323824,1,1
11.7,0.2,56,-1.28412075959509,0.02298445318943807,1,1
11.7,0.2,57,-1.301523031624529,0.03602809163806316,0,1
11.7,0.2,58,-1.3134110640292391,0.04130321665148345,0,1
11.7,0.2,59,-1.312836662269456,0.029137837696316036,0,1
11.7,0.2,60,-1.267206409542839,0.03687394618569661,1,1
11.7,0.2,61,-1.3360424570594704,0.028808849543673742,0,1
11.7,0.2,62,-1.3106687025382544,0.027182798387887275,0,1
11.7,0.2,63,-1.2172429695112754,0.019311637955155954,1,1
11.7,0.2,64,-1.2741546909433588,0.016982015444374506,1,1
11.7,0.2,65,-1.3143574550122223,0.026062406494036246,0,1
11.7,0.2,66,-1.269251501284601,0.034946109749167745,1,1
11.7,0.2,67,-1.2669304607259657,0.02318495108213877,1,1
11.7,0.2,68,-1.3113239512309927,0.038396346898284854,0,1
11.7,0.2,69,-1.3045228556971769,0.03090428922818231,0,1
11.7,0.2,70,-1.2366710294161958,0.03449268046103802,1,1
11.7,0.2,71,-1.262030083673823,0.02194275847674678,1,1
11.7,0.2,72,-1.3443871378692178,0.027688729218570064,0,1
11.7,0.2,73,-1.2883757279761856,0.035789399541821754,0,1
11.7,0.2,74,-1.2298181189933222,0.021188661447170458,1,1
11.7,0.2,75,-1.3359128516596968,0.036020516560989514,0,1
11.7,0.2,76,-1.2779826961074516,0.044406735952554434,0,1
11.7,0.2,77,-1.2526834690140238,0.0137430350293775,1,1
11.7,0.2,78,-1.3231174049425816,0.03303647425602792,0,1
11.7,0.2,79,-1.2598530456321724,0.021981655202675025,1,1
11.7,0.2,80,-1.2843962135816063,0.025373202837615568,1,1
11.7,0.2,81,-1.3033401014104502,0.019408538124751927,1,1
11.7,0.2,82,-1.2308280571202133,0.028541187348897035,1,1
11.7,0.2,83,-1.2684202514194762,0.013652737282792038,1,1
11.7,0.2,84,-1.3293242031884183,0.022967835349163645,0,1
11.7,0.2,85,-1.3067893404311377,0.030619622964142026,0,1
11.7,0.2,86,-1.283986901938344,0.030772370121343522,0,1
11.7,0.2,87,-1.2511319324954446,0.04375011147470445,1,1
11.7,0.2,88,-1.2980262346751936,0.0328747579510971,0,1
11.7,0.2,89,-1.2576160453534573,0.034182738147565526,1,1
11.7,0.2,90,-1.2820516217294662,0.027288785344957628,1,1
11.7,0.2,91,-1.3469488338625308,0.041347225839742756,0,1
11.7,0.2,92,-1.2701414488293912,0.031189844846145013,1,1
11.7,0.2,93,-1.3053059743770068,0.03470968370646629,0,1
11.7,0.2,94,-1.2982602098350977,0.03740851047556772,0,1
11.7,0.2,95,-1.2763047719933023,0.017505122207793627,1,1
11.7,0.2,96,-1.314714741153777,0.021203503407397597,0,1
11.7,0.2,97,-1.243479646025194,0.02920109762957713,1,1
11.7,0.2,98,-1.293986652108577,0.04536947396669349,0,1
11.7,0.2,99,-1.2860668654148153,0.02640411035375429,1,1
11.7,0.22,0,-1.1724265341882565,0.0230178337026689,1,1
11.7,0.22,1,-1.1395845946707384,0.022886050421201388,1,1
11.7,0.22,2,-1.1499209673748416,0.021169490139070997,1,1
11.7,0.22,3,-1.2379112678796864,0.02893904878062829,1,1
11.7,0.22,4,-1.2094519835637243,0.024779884135107642,1,1
11.7,0.22,5,-1.2172867154841274,0.02653703165223196,1,1
11.7,0.22,6,-1.200168785855819,0.03359960586270034,1,1
11.7,0.22,7,-1.1975684600081973,0.030392673188503642,1,1
11.7,0.22,8,-1.2228506710633087,0.030397306933708075,1,1
11.7,0.22,9,-1.146953588270765,0.02815747973093869,1,1
11.7,0.22,10,-1.2242999539315287,0.019599212032238158,1,1
11.7,0.22,11,-1.1563104890080225,0.030691595945548246,1,1
11.7,0.22,12,-1.2073507681231113,0.023161164797575403,1,1
11.7,0.22,13,-1.1672749150970914,0.0284568983022306,1,1
11.7,0.22,14,-1.1447482850958728,0.025890574886299936,1,1
11.7,0.22,15,-1.2018000525923271,0.03171349142699769,1,1
11.7,0.22,16,-1.1797673259245935,0.035488793478949524,1,1
11.7,0.22,17,-1.1515952992703355,0.024344913254247074,1,1
11.7,0.22,18,-1.2220065246338339,0.030110978857156023,1,1
11.7,0.22,19,-1.2072984036435535,0.018049264593351988,1,1
11.7,0.22,20,-1.210027411304191,0.031213173499354287,1,1
11.7,0.22,21,-1.2222300633222918,0.030738115272809466,1,1
11.7,0.22,22,-1.2468915110506038,0.039141196301523025,1,1
11.7,0.22,23,-1.1892703517126555,0.038659002146109504,1,1
11.7,0.22,24,-1.1795199122045876,0.01815422992717425,1,1
11.7,0.22,25,-1.2337456700367557,0.03874619969543148,1,1
11.7,0.22,26,-1.1898481412056126,0.03272671455852928,1,1
11.7,0.22,27,-1.172866952327637,0.02108270671801507,1,1
11.7,0.22,28,-1.2475730571879597,0.019881311779049646,1,1
11.7,0.22,29,-1.2362604066605134,0.0249066442967597,1,1
11.7,0.22,30,-1.2070096661227199,0.01740743838380658,1,1
11.7,0.22,31,-1.2282860650024015,0.016926094975713714,1,1
11.7,0.22,32,-1.1353335917114928,0.021061203579561254,1,1
11.7,0.22,33,-1.2587948322307363,0.03056592011548992,1,1
11.7,0.22,34,-1.230666162460448,0.0423876866678819,1,1
11.7,0.22,35,-1.1817330819068204,0.03158636705854647,1,1
11.7,0.22,36,-1.2051390609067525,0.028269486334489582,1,1
11.7,0.22,37,-1.250071548768502,0.014734920288354644,1,1
11.7,0.22,38,-1.1896077645365675,0.01992254001922411,1,1
11.7,0.22,39,-1.2166599520506676,0.02400632167052191,1,1
11.7,0.22,40,-1.1951741097528925,0.013448064906966787,1,1
11.7,0.22,41,-1.235913829424666,0.0373640181784894,1,1
11.7,0.22,42,-1.2038685567448568,0.00979806305894412,1,1
11.7,0.22,43,-1.1888266937105603,0.028261107019269222,1,1
11.7,0.22,44,-1.224626550613349,0.02222450621331342,1,1
11.7,0.22,45,-1.1636982393525954,0.014179501796609017,1,1
11.7,0.22,46,-1.2215230088920872,0.03615159490270217,1,1
11.7,0.22,47,-1.2483185545709468,0.031632524689000845,1,1
11.7,0.22,48,-1.235842207828803,0.03673286849686458,1,1
11.7,0.22,49,-1.2156183638539777,0.020869416078157538,1,1
11.7,0.22,50,-1.2730578873817429,0.019962841564838595,1,1
11.7,0.22,51,-1.2159746130863325,0.02177433413177018,1,1
11.7,0.22,52,-1.2099506735877386,0.016344176945237255,1,1
11.7,0.22,53,-1.1804551628740727,0.03942132510004995,1,1
11.7,0.22,54,-1.2382757794967043,0.02478200018092872,1,1
11.7,0.22,55,-1.252430722385226,0.038395817212927334,1,1
11.7,0.22,56,-1.200951525694025,0.028645653900227806,1,1
11.7,0.22,57,-1.1867259929597667,0.031395377479926184,1,1
11.7,0.22,58,-1.1756293079364237,0.022067269617702175,1,1
11.7,0.22,59,-1.1996574354548233,0.04370746499515807,1,1
11.7,0.22,60,-1.2079206606652158,0.015145002365465503,1,1
11.7,0.22,61,-1.1888423076218797,0.020132826968230096,1,1
11.7,0.22,62,-1.1811716487910906,0.023981166107128967,1,1
11.7,0.22,63,-1.1811191594312207,0.02010226315119468,1,1
11.7,0.22,64,-1.2391985928187008,0.039358907979952916,1,1
11.7,0.22,65,-1.1778003260710421,0.019515380580845006,1,1
11.7,0.22,66,-1.1906431604739462,0.019955929552836482,1,1
11.7,0.22,67,-1.2102271507227422,0.03232158825960648,1,1
11.7,0.22,68,-1.2261305442444255,0.03131429075856066,1,1
11.7,0.22,69,-1.223866675128421,0.015946833430116106,1,1
11.7,0.22,70,-1.1945032960453688,0.023780112097689453,1,1
11.7,0.22,71,-1.1685340018734505,0.03441733065912663,1,1
11.7,0.22,72,-1.176743543178616,0.02056031878907851,1,1
11.7,0.22,73,-1.1737543155179702,0.027197529776532964,1,1
11.7,0.22,74,-1.1678575277989711,0.012930246636399526,1,1
11.7,0.22,75,-1.166385616383522,0.026573575794445033,1,1
11.7,0.22,76,-1.1924908607000873,0.04595939590167376,1,1
11.7,0.22,77,-1.19888717452275,0.02993992624826449,1,1
11.7,0.22,78,-1.212778240534155,0.013027667823697315,1,1
11.7,0.22,79,-1.148273092464954,0.03569731152557424,1,1
11.7,0.22,80,-1.1775822021427302,0.022066980124275177,1,1
11.7,0.22,81,-1.2456107185844962,0.05783147233790004,0,1
11.7,0.22,82,-1.1440281377946637,0.03291571547905587,1,1
11.7,0.22,83,-1.1700397004670444,0.011649267502204238,1,1
11.7,0.22,84,-1.2748060847799119,0.04140854763299807,0,1
11.7,0.22,85,-1.2386522213767708,0.02083527339675222,1,1
11.7,0.22,86,-1.238803147087538,0.038064164421845056,1,1
11.7,0.22,87,-1.2158043517700412,0.022379807200173192,1,1
11.7,0.22,88,-1.218559140223431,0.025275610720208848,1,1
11.7,0.22,89,-1.1697033686164628,0.01920257892292695,1,1
11.7,0.22,90,-1.2139922522199382,0.024324525844393315,1,1
11.7,0.22,91,-1.1495370391656365,0.0234868608998753,1,1
11.7,0.22,92,-1.1944087958348,0.01672140666669759,1,1
11.7,0.22,93,-1.2027073444847298,0.03706565678638953,1,1
11.7,0.22,94,-1.2115934104513106,0.02126694055189546,1,1
11.7,0.22,95,-1.204372616110049,0.03744509967341318,1,1
11.7,0.22,96,-1.2051084871597566,0.02616945581079964,1,1
11.7,0.22,97,-1.2184979619155443,0.021682021959961936,1,1
11.7,0.22,98,-1.2038671287995486,0.033391669953959674,1,1
11.7,0.22,99,-1.2289677648864,0.020655115592720354,1,1
15.6,0.18,0,-1.3131194654434437,0.026352718701582928,0,1
15.6,0.18,1,-1.300052766186318,0.03152038568002299,0,1
15.6,0.18,2,-1.3437184570452878,0.0382312153618664,0,1
15.6,0.18,3,-1.2809042801753268,0.027238480318725465,1,1
15.6,0.18,4,-1.3181250041855226,0.044144714229875995,0,1
15.6,0.18,5,-1.2877531436708543,0.03299968906432128,0,1
15.6,0.18,6,-1.2703214595607144,0.019846513009340296,1,1
15.6,0.18,7,-1.2457461407159127,0.019333172306530717,1,1
15.6,0.18,8,-1.2346266141025404,0.023811170357165293,1,1
15.6,0.18,9,-1.3158642695364362,0.01930189882068199,0,1
15.6,0.18,10,-1.255050915030715,0.028096300868807565,1,1
15.6,0.18,11,-1.326272082736522,0.033247982515849435,0,1
15.6,0.18,12,-1.2986766904967064,0.023933275436241866,0,1
15.6,0.18,13,-1.3564550377264806,0.03418472960685822,0,1
15.6,0.18,14,-1.3188416694569094,0.03532887929880008,0,1
15.6,0.18,15,-1.30713984256737,0.028775335626772744,0,1
15.6,0.18,16,-1.2650665615197156,0.03421984892313922,1,1
15.6,0.18,17,-1.292017638659218,0.027130625786639124,0,1
15.6,0.18,18,-1.3106247873608146,0.023038233798177175,0,1
15.6,0.18,19,-1.2708890398281407,0.02476467280982187,1,1
15.6,0.18,20,-1.3246862840693847,0.027888126091283622,0,1
15.6,0.18,21,-1.3557572915120426,0.03892976274549112,0,1
15.6,0.18,22,-1.2967179521441676,0.03395441590583386,0,1
15.6,0.18,23,-1.2932870411848685,0.048973751167467945,0,1
15.6,0.18,24,-1.3058540974825368,0.02268099720048507,0,1
15.6,0.18,25,-1.2214361593606153,0.019734575077262208,1,1
15.6,0.18,26,-1.2877841792568683,0.042778575195772175,0,1
15.6,0.18,27,-1.2861878290920095,0.02033008184103882,1,1
15.6,0.18,28,-1.308471679860475,0.025351463841330094,0,1
15.6,0.18,29,-1.263553097225326,0.015296429727178045,1,1
15.6,0.18,30,-1.2615353367556081,0.038414526282692346,1,1
15.6,0.18,31,-1.2871715005492306,0.04505306076136682,0,1
15.6,0.18,32,-1.3372377670578923,0.025896688702090588,0,1
15.6,0.18,33,-1.3090202057310603,0.0394058935539695,0,1
15.6,0.18,34,-1.313595262189985,0.025283054211765254,0,1
15.6,0.18,35,-1.3550951808316682,0.038348340479526274,0,1
15.6,0.18,36,-1.2323856966647617,0.023189511333214785,1,1
15.6,0.18,37,-1.2726411432018274,0.024348412874290244,1,1
15.6,0.18,38,-1.2749379699023078,0.0174405316146129,1,1
15.6,0.18,39,-1.3109393653818548,0.04986282553640417,0,1
15.6,0.18,40,-1.3123630813827865,0.023565639383232084,0,1
15.6,0.18,41,-1.3188927677935667,0.024040748104961495,0,1
15.6,0.18,42,-1.2580656269654493,0.026521744220683516,1,1
15.6,0.18,43,-1.332162855235985,0.026181054442574653,0,1
15.6,0.18,44,-1.3018355015779421,0.05138665190807568,0,1
15.6,0.18,45,-1.2572619331651522,0.029247483728226602,1,1
15.6,0.18,46,-1.2893359483550397,0.023215316291515225,1,1
15.6,0.18,47,-1.2328875794605536,0.02171769913573496,1,1
15.6,0.18,48,-1.3693163323386117,0.03705542216822862,0,1
15.6,0.18,49,-1.3113256734926275,0.02984160898071635,0,1
15.6,0.18,50,-1.337643801191723,0.027328431514859846,0,1
