stage,kg,alpha,calibration,signal,dose_bias,corrected,mixture,differential_background,differential_gain,condition_affine,trials,rejected,rejection_rate,ci_low,ci_high,uncalibrated_t_rate,optimizer_failed_fits,active_bound_fits,total_fits,invalid_trials,mean_rmse,mean_nfev
systematic,7.8,0.17,1.0,1.0,-0.15,False,0.0,0.0,0.0,True,2000,249,0.1245,0.11074657034676971,0.13969313216145118,0.1545,0,0,16000,0,0.026063538034107624,6.084375
systematic,7.8,0.17,1.0,1.0,-0.15,True,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02607501164484804,6.2830625
systematic,7.8,0.17,1.0,1.0,-0.1,False,0.0,0.0,0.0,True,2000,7,0.0035,0.0016964316970424177,0.007207196253241745,0.005,0,0,16000,0,0.02608671915350199,6.14525
systematic,7.8,0.17,1.0,1.0,-0.1,True,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02607406444621533,6.290625
systematic,7.8,0.17,1.0,1.0,-0.05,False,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026102095554142588,6.2134375
systematic,7.8,0.17,1.0,1.0,-0.05,True,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026144692146299362,6.2948125
systematic,7.8,0.17,1.0,1.0,0.0,False,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026182473679844716,6.2933125
systematic,7.8,0.17,1.0,1.0,0.0,True,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026165578330198266,6.300875
systematic,7.8,0.17,1.0,1.0,0.05,False,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02620336713181179,6.382375
systematic,7.8,0.17,1.0,1.0,0.05,True,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026182599393057223,6.3051875
systematic,7.8,0.17,1.0,1.0,0.1,False,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02630427384758309,6.4856875
systematic,7.8,0.17,1.0,1.0,0.1,True,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026248654545939564,6.3146875
systematic,7.8,0.17,1.0,1.0,0.15,False,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026421565601951528,6.59225
systematic,7.8,0.17,1.0,1.0,0.15,True,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026253786845928266,6.309
systematic,11.7,0.17,1.0,1.0,-0.15,False,0.0,0.0,0.0,True,2000,1593,0.7965,0.7782949017955278,0.8135682891666891,0.843,0,0,16000,0,0.02603828993700128,6.0341875
systematic,11.7,0.17,1.0,1.0,-0.15,True,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02601806013202228,6.2154375
systematic,11.7,0.17,1.0,1.0,-0.1,False,0.0,0.0,0.0,True,2000,517,0.2585,0.2397882531557159,0.27813768068112926,0.3115,0,0,16000,0,0.026011129244765507,6.0954375
systematic,11.7,0.17,1.0,1.0,-0.1,True,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026032335489244815,6.2133125
systematic,11.7,0.17,1.0,1.0,-0.05,False,0.0,0.0,0.0,True,2000,36,0.018,0.01302999144428223,0.024818042134845595,0.0275,0,0,16000,0,0.02606623682815716,6.1578125
systematic,11.7,0.17,1.0,1.0,-0.05,True,0.0,0.0,0.0,True,2000,1,0.0005,8.826773070546787e-05,0.0028268625032662133,0.0005,0,0,16000,0,0.026030825790300662,6.22675
systematic,11.7,0.17,1.0,1.0,0.0,False,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026092146773296597,6.2273125
systematic,11.7,0.17,1.0,1.0,0.0,True,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.001,0,0,16000,0,0.026075735837603677,6.2305625
systematic,11.7,0.17,1.0,1.0,0.05,False,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.0261269989869612,6.298
systematic,11.7,0.17,1.0,1.0,0.05,True,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026137694742353695,6.2320625
systematic,11.7,0.17,1.0,1.0,0.1,False,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026230988922791035,6.3924375
systematic,11.7,0.17,1.0,1.0,0.1,True,0.0,0.0,0.0,True,2000,1,0.0005,8.826773070546787e-05,0.0028268625032662133,0.0005,0,0,16000,0,0.02615028892011751,6.2290625
systematic,11.7,0.17,1.0,1.0,0.15,False,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02632275634346967,6.4995625
systematic,11.7,0.17,1.0,1.0,0.15,True,0.0,0.0,0.0,True,2000,1,0.0005,8.826773070546787e-05,0.0028268625032662133,0.0005,0,0,16000,0,0.02618783721888489,6.2453125
systematic,15.6,0.17,1.0,1.0,-0.15,False,0.0,0.0,0.0,True,2000,1989,0.9945,0.9901779372483848,0.9969261029904561,0.997,0,0,16000,0,0.025958271474834083,5.968125
systematic,15.6,0.17,1.0,1.0,-0.15,True,0.0,0.0,0.0,True,2000,77,0.0385,0.03091432761660475,0.047855107023991705,0.049,0,0,16000,0,0.025951627053677734,6.162875
systematic,15.6,0.17,1.0,1.0,-0.1,False,0.0,0.0,0.0,True,2000,1705,0.8525,0.8362835405748967,0.86736494109182,0.8865,0,0,16000,0,0.025964788474798894,6.025
systematic,15.6,0.17,1.0,1.0,-0.1,True,0.0,0.0,0.0,True,2000,55,0.0275,0.021188498165677007,0.03562311151510701,0.041,0,0,16000,0,0.025985066279322063,6.164875
systematic,15.6,0.17,1.0,1.0,-0.05,False,0.0,0.0,0.0,True,2000,675,0.3375,0.31710555883466457,0.3585174815317426,0.408,0,0,16000,0,0.02602262438069353,6.09875
systematic,15.6,0.17,1.0,1.0,-0.05,True,0.0,0.0,0.0,True,2000,60,0.03,0.02337785471293825,0.03842416973143951,0.0395,0,0,16000,0,0.026033430566867372,6.170625
systematic,15.6,0.17,1.0,1.0,0.0,False,0.0,0.0,0.0,True,2000,53,0.0265,0.020316920414969065,0.03449852336037745,0.036,0,0,16000,0,0.02604047735063863,6.164875
systematic,15.6,0.17,1.0,1.0,0.0,True,0.0,0.0,0.0,True,2000,59,0.0295,0.02293885238774463,0.037865089103914375,0.037,0,0,16000,0,0.026045061827035264,6.17
systematic,15.6,0.17,1.0,1.0,0.05,False,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026113450494223294,6.241
systematic,15.6,0.17,1.0,1.0,0.05,True,0.0,0.0,0.0,True,2000,72,0.036,0.02868460672278366,0.04509441315421905,0.046,0,0,16000,0,0.026070576789959332,6.17475
systematic,15.6,0.17,1.0,1.0,0.1,False,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026183911330636838,6.3231875
systematic,15.6,0.17,1.0,1.0,0.1,True,0.0,0.0,0.0,True,2000,47,0.0235,0.017718224361690932,0.031108721697343113,0.037,0,0,16000,0,0.02608165263268908,6.1810625
systematic,15.6,0.17,1.0,1.0,0.15,False,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02628378347823858,6.4156875
systematic,15.6,0.17,1.0,1.0,0.15,True,0.0,0.0,0.0,True,2000,49,0.0245,0.01858163028213664,0.032241481682334906,0.038,0,0,16000,0,0.026140566120698313,6.184125
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,-0.02,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026159312752371492,6.307625
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,-0.01,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02617970821419304,6.3021875
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026207750065527842,6.2990625
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,0.01,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026186155002515053,6.2920625
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,0.02,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02615282290574273,6.2979375
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,0.0,-0.1,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02611490727660238,6.3705
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,0.0,-0.05,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026149446683314967,6.3274375
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,0.0,0.05,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026168552080748406,6.311
signal_bias,7.8,0.17,1.0,1.0,0.0,False,0.0,0.0,0.1,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02620025896588222,6.4459375
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,-0.02,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026088367430233107,6.233
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,-0.01,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026145986333873446,6.231875
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,0.0,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026120113531053146,6.2258125
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,0.01,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.02607543783680584,6.219125
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,0.02,0.0,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026068905330522175,6.2426875
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,0.0,-0.1,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026084750487089907,6.3011875
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,0.0,-0.05,True,2000,1,0.0005,8.826773070546787e-05,0.0028268625032662133,0.0005,0,0,16000,0,0.026091294408785385,6.2541875
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,0.0,0.05,True,2000,1,0.0005,8.826773070546787e-05,0.0028268625032662133,0.001,0,0,16000,0,0.026083412318726077,6.23825
signal_bias,11.7,0.17,1.0,1.0,0.0,False,0.0,0.0,0.1,True,2000,0,0.0,1.0842021724855044e-19,0.001917047281252934,0.0,0,0,16000,0,0.026133985352943277,6.3825
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,-0.02,0.0,True,2000,54,0.027,0.020752396241488,0.035061130486577274,0.04,0,0,16000,0,0.026067438989501163,6.17725
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,-0.01,0.0,True,2000,62,0.031,0.024257462141641817,0.03954072820817342,0.0405,0,0,16000,0,0.02604794138570125,6.1819375
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,0.0,0.0,True,2000,59,0.0295,0.02293885238774463,0.037865089103914375,0.042,0,0,16000,0,0.026039097900321245,6.1686875
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,0.01,0.0,True,2000,45,0.0225,0.01685787548400037,0.02997290466959618,0.0365,0,0,16000,0,0.026027597852197167,6.165125
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,0.02,0.0,True,2000,63,0.0315,0.02469804258437448,0.0400982307181595,0.043,0,0,16000,0,0.026073699235003897,6.1935
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,0.0,-0.1,True,2000,58,0.029,0.022500401616129873,0.03730545692281039,0.041,0,0,16000,0,0.026025496080472527,6.2415
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,0.0,-0.05,True,2000,59,0.0295,0.02293885238774463,0.037865089103914375,0.0415,0,0,16000,0,0.025996527254784196,6.1909375
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,0.0,0.05,True,2000,54,0.027,0.020752396241488,0.035061130486577274,0.0375,0,0,16000,0,0.026057090634512284,6.179625
signal_bias,15.6,0.17,1.0,1.0,0.0,False,0.0,0.0,0.1,True,2000,55,0.0275,0.021188498165677007,0.03562311151510701,0.0375,0,0,16000,0,0.0260564138331889,6.3256875
